prompt,result,true_answer
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: what number does the smaller arrow point to?","
##",1020
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: The advertising agency counted the number of billboards in each city in the state. How many cities have fewer than 70 billboards? (Unit: cities)","
stem leaf",9
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What time is shown? Answer by typing a time word, not a number. It is (_) to five.
Choices:
(A) half
(B) quarter
(C) o'clock
(D) quarter to
(E) quarter past","
(F) quarter to five",quarter
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Are there fewer gray trucks that are in front of the large aeroplane than big yellow metal objects in front of the purple object?
Choices:
(A) Yes
(B) No","
(C) Yes , but not as many
(D) No",No
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Subtract all small cyan cubes. Subtract all large yellow rubber cubes. How many objects are left?","
8",8
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: In how many years, is the percentage of stunted female children greater than the average percentage of stunted female children taken over all years ?","
percent of children under 5 years",1
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the value of the smallest individual bar in the whole chart?","
answer : 0",-8
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, points A, B, and C are on ⊙O, if ∠C = 35.0, then ∠AOB = ()
Choices:
(A) 17.5°
(B) 35°
(C) 60°
(D) 70°","
(E) 90°",70°
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the number of red rubber bicycles less than the number of cyan metal school buss?
Choices:
(A) Yes
(B) No","
(C) Yes , but not less than .",No
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, in the two concentric circles, the chord AB of the great circle is tangent to the small circle at point C. If AB = 6.0, the area of ​​the ring is ()
Choices:
(A) 9π
(B) 6π
(C) 3π
(D) π","
B",9π
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: 如图，在△ABC中，点D、E分别是边AB、BC的中点，若△BDE的周长是6，则△ABC的周长是（）
Choices:
(A) 8
(B) 10
(C) 12
(D) 14","
(E) 16",12
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What fraction of the shape is blue?
Choices:
(A) 3/11
(B) 8/11
(C) 6/11
(D) 3/5","
(E) 1/5",3/11
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which of the cubes is not identical to the unfolded net?
Choices:
(A) A
(B) B
(C) C
(D) D
(E) E","
(E) E",D
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many models in the figure achieve an Acc score greater than 60?","
##.##",2
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Are there fewer small purple matte cars than brown matte things?
Choices:
(A) Yes
(B) No","
(C) Yes , but not as many
(D) No",Yes
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the total percentage of people  who say that they do either less or more often than the usual amount of exercise during the coronavirus pandemic in the United States as of April 2020?","
Pie chart showing the percentage of people who exercise more or less often than usual",44
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Violet Red less than Crimson?
Choices:
(A) yes
(B) no","
(c) no
(d) yes",yes
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the overall ratio of male to female?","
graph showing the ratio of male to female inhabitants in the population",1
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Based on the diagram below, which organisms will be most directly affected by a decrease in the amount of grass?
Choices:
(A) Insects
(B) Hawk and snake
(C) Snake and raccoon
(D) Mouse and cricket","
(E) Grass and deer",Insects
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Are there fewer cyan jets than big buss?
Choices:
(A) Yes
(B) No","
(C) 1
(D) 2",Yes
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, PA and PB are tangent to ⊙O to A and B respectively. Point C and point D are the moving points on line segments PA and PB, and CD always remains tangent to circle O. If PA = 8.0, then perimeter of △PCD is ()
Choices:
(A) 8
(B) 12
(C) 16
(D) 不能确定","
(E) ##",16
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the accuracy of the algorithm with highest accuracy?","
accuracy of different algorithms",8
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the difference between the highest tattoos in male and the least in female?","
##.## %",14
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many queries have a p-value lower than 0.50?","
0.58 0.60 0.69 0.70 0.71 0.72 0.73 0.74 0.75 0.76 0.77 0.78 0.79 0.80 0.81 0.82 0.83 0.84 0.85 0.86 0.87 0.88 0.89 0.90 0.91 0.92 0.93 0.94 0.95 0.96 0.97 0.98 0.99 1.00",4
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Dark Violet less than Chocolate?
Choices:
(A) yes
(B) no","
(C) no
(D) yes",no
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Burlywood the minimum?
Choices:
(A) yes
(B) no","
(c) no",yes
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is this nest larger than a fist?
Choices:
(A) Yes
(B) No","
(C) No",No
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Are there fewer large red metallic things that are on the left side of the cyan shiny scooter than things that are in front of the small jet?
Choices:
(A) Yes
(B) No","
(C) Yes and no",Yes
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: 如图，在Rt△ABC中，∠BAC＝90°，以Rt△ABC的三边为边分别向外作等边三角形△A'BC，△AB'C，△ABC'，若△A'BC，△AB'C的面积分别是10和4，则△ABC'的面积是（）
Choices:
(A) 4
(B) 6
(C) 8
(D) 9","
(E) 10",6
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the value of the largest bar?","
values : 10",9
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: what is the highest number shown on the black outer part of the watch?","
##",55
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Light Salmon the roughest?
Choices:
(A) yes
(B) no","
(C) no
(D) yes",yes
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the number of gray rubber double buss right of the small red aeroplane the same as the number of small objects that are left of the tiny gray matte bicycle?
Choices:
(A) Yes
(B) No","
(C) Yes
(D) No",No
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Subtract all small green cubes. Subtract all large cylinders. How many objects are left?","
3",1
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which number on the monitor is higher?
Choices:
(A) top
(B) bottom
(C) left
(D) right","
(E) none of the above",bottom
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the difference between the highest and the lowest time required to import ?","
days",4
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which model can achieve the best ImageNet 10-shot Accuracy score?
Choices:
(A) Soft MoE
(B) Experts Choice
(C) Tokens Choice
(D) Dense","
(E) Dense
(D) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
(E) Dense
",Soft MoE
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: 如图，已知△ABC≌△DEF，CD平分∠BCA，若∠A＝22°，∠CGF＝88°，则∠E的度数是（）
Choices:
(A) 26°
(B) 28°
(C) 30°
(D) 34°","
(E) 32°",26°
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Move the ruler to measure the length of the slug to the nearest inch. The slug is about (_) inches long.","
3",3
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: For an economics project, Colleen determined the cost of ferry rides for bicycles and cars. How much higher is the fare for a car on the Mukilteu-Clinton ferry than on the Southport-Fort Fisher ferry? (Unit: $)","
$##",2
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Which subject had the highest pulse rate in baseline period?","
reading",1
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Subtract all purple matte blocks. Subtract all brown things. How many objects are left?","
6",5
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Bubblegum the roughest?
Choices:
(A) yes
(B) no","
(C) no
(D) yes",no
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: When does the function start decreasing?","
0.2 0.1 0.0 0.5 10 15 20",5
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: A race car driver kept track of how many laps he drove in the past 5 days. What is the mode of the numbers?'","
laps driven",53
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Do you see the figures inside these boxes? They form a pattern. Choose the figure in the answer row below that continues the pattern.
Choices:
(A) 1
(B) 2
(C) 3
(D) 4
(E) 5","
?",2
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Lines $l$, $m$, and $n$ are perpendicular bisectors of $\triangle PQR$ and meet at $T$. If $TQ = 2x$, $PT = 3y - 1$, and $TR = 8$, find $z$.
Choices:
(A) 3
(B) 4
(C) 5
(D) 6","
Q
l
m
2x
n
8
T
3y - 1
R
7
z + 4",3
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which part of the human brain is the largest and most anterior part of each cerebral hemisphere?
Choices:
(A) motor cortex
(B) occipital lobe
(C) temporal lobe
(D) frontal lobe","
(E) parietal lobe
Figure 4.11
Lobes of the cerebrum
Deep fissures divide the cortex of each cerebral hemisphere into four regions.",frontal lobe
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Consider the following matrices:
$$
\mathbf{A}=\left(\begin{array}{rrr}
1 & 2 & -1 \\
0 & 3 & 1 \\
2 & 0 & 1
\end{array}\right), \quad \mathbf{B}=\left(\begin{array}{rrr}
2 & 1 & 0 \\
0 & -1 & 2 \\
1 & 1 & 3
\end{array}\right), \quad \mathbf{C}=\left(\begin{array}{ll}
2 & 1 \\
4 & 3 \\
1 & 0
\end{array}\right)
$$
Find $|\mathbf{A B}|$.","
A = 0 3 1, B = 0 −1 2,
2 & 1 & 0 \\
2 & 0 & 1 & 3 \\
2 & 1 & 2 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3 \\
2 & 0 & 1 & 3 \\
2 & 1 & 3",-104
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What number is shown?","
###",9567
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the average number of documents required per shipment to export goods in Uganda per year?","
number of documents required per shipment to export goods",7
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Slate the high median?
Choices:
(A) yes
(B) no","
(c) no
(d) yes
(e) no",yes
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Subtract all large matte cubes. Subtract all matte blocks. How many objects are left?","
4",4
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Web Green greater than Rebecca Purple?
Choices:
(A) yes
(B) no","
(c) no",yes
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find x. Round to the nearest tenth.

Choices:
(A) 5.8
(B) 6.5
(C) 14.2
(D) 44.3","
B
x
A
97
16
21",5.8
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: A philanthropic organization compared the amounts of money that its members donated to certain causes. Who donated more money to arts education, Aubrey or Connor?'
Choices:
(A) Connor
(B) Aubrey","
(C) Joy
(D) Harold",Connor
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: 如图，在矩形ABCD中，AB＝2，∠AOB＝60°，则BD的长为（）
Choices:
(A) 4
(B) 3
(C) 2
(D) 2√{3}","
(E) 1",4
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, in Rt△ABC, ∠BAC = 90.0, rotate △ABC clockwise around point A by 90.0 to obtain △AB′C′ (the corresponding point of point B is point B′, and the corresponding point of point C is point C ′), connect CC′. If ∠CC′B′ = 32.0, then the size of ∠AC′B′ is ()
Choices:
(A) 32°
(B) 45°
(C) 13°
(D) 30°","
(E) 60°",13°
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: At 9.0 in the morning, a ship departs from point A and sails in the direction due east at a speed of 40.0 nautical miles per hour, and arrives at point B at 9.0 and 30.0 minutes. As shown in the figure, the island M is measured from A and B. In the direction of 45.0 north by east and 15.0 north by east, then the distance between B and island M is ()
Choices:
(A) 20海里
(B) 20√{2}海里
(C) 15海里
(D) 20海里","
45°
A
B",20√{2}海里
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Which year has more actual total income?","
1981 or 1982 ?",1982
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What number of things are either large objects behind the shiny double bus or tiny gray metal objects?","
vehicles",5
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the age gap between these two people in image? (Unit: years)","
younger",13
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many people in the image were born after the end of World War II?","
0",4
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the global maximum of this function?","
graph of a function",4
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the average of longest light blue bar and shortest gray bar?","
##.##",273
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: When does the expenditure per student in Jamaica have the greatest increase?","
to ####",2005
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Navy Blue the maximum?
Choices:
(A) yes
(B) no","
(c) no",yes
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Dodger Blue the low median?
Choices:
(A) yes
(B) no","
(c) no",no
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What percentage of people prefer the least preferred object?","
% of people prefer the least preferred object",10
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the most curved beak species?
Choices:
(A) iiki
(B) swallow-tanager
(C) cliff swallow
(D) hawfinch","
(E) rufous - tailed plantcutter",iiki
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the figure above, AC = 6 and BC = 3. Point P lies on line AB between A and B such that line CP is perpendicular to line AB. Which of the following could be the length of line CP?
Choices:
(A) 2
(B) 4
(C) 5
(D) 7
(E) 8","
Note: Figure not drawn to scale.",2
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Choose the answer.
Choices:
(A) A
(B) B
(C) C
(D) D
(E) E","
Is to
As
is to
A
B
C
D
E",A
"Hint: Please answer the question requiring a floating-point number with two decimal places and provide the final value, e.g., 1.23, 1.34, 1.45, at the end.
Question: What's the ratio of smallest segment and second largest segment?","
5.7",0.33
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Rectangle ABCD is subdivided into two identical square regions, as in the figure above. If the area of each square is 9, what is the perimeter of ABCD?","
8.",18
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is cumulative increase in weight ( in grams) for ""GROUP C"" in third week ( give an approximate value) ?","
average increase in weight of the experimental groups a and b and of the unsupplemented control group c .",300
"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Dark Orchid the roughest?
Choices:
(A) yes
(B) no","
(c) no",no
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Subtract all large green matte cubes. Subtract all big green blocks. How many objects are left?","
6",6
"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the perimeter of the rectangle?","
cm",10
